song_id,Song,Artist,Position,Last Week,Peak,Weeks on Chart,Week,Year,Decade,Month
33612,NATURAL,IMAGINE DRAGONS,91,LW:RE,54,13,2018-11-09,2018,2010,11
33699,GUIDING LIGHT,MUMFORD & SONS,92,LW:RE,40,5,2018-11-09,2018,2010,11
33776,ANOTHER ONE BITES THE DUST,QUEEN,93,LW:RE,7,10,2018-11-09,2018,2010,11
33689,WAKE UP IN THE SKY,GUCCI MANE/BRUNO MARS/KODAK,95,LW:RE,65,4,2018-11-09,2018,2010,11
33752,POUR ME ANOTHER ONE,KREPT & KONAN FT TABITHA,97,LW:RE,73,2,2018-11-09,2018,2010,11
33694,AIRFORCE,DIGDAT FT KREPT & KONAN/K-TRAP,98,LW:RE,87,7,2018-11-09,2018,2010,11
33705,GRACE,LEWIS CAPALDI,77,LW:RE,77,2,2018-11-16,2018,2010,11
33703,THIS FEELING,CHAINSMOKERS/KELSEA BALLERINI,95,LW:RE,63,7,2018-11-16,2018,2010,11
33699,GUIDING LIGHT,MUMFORD & SONS,48,LW:RE,40,6,2018-11-23,2018,2010,11
33523,SENSELESS,STEFFLON DON,63,LW:RE,63,8,2018-11-23,2018,2010,11
12556,ALL I WANT FOR CHRISTMAS IS YOU,MARIAH CAREY,65,LW:RE,2,87,2018-11-23,2018,2010,11
33413,A MILLION DAMS,ZIV ZAIFMAN/JACKMAN/WILLIAMS,94,LW:RE,22,17,2018-11-23,2018,2010,11
33694,AIRFORCE,DIGDAT FT KREPT & KONAN/K-TRAP,20,LW:RE,20,8,2018-11-30,2018,2010,11
28036,LAST CHRISTMAS,WHAM,52,LW:RE,2,54,2018-11-30,2018,2010,11
26511,FAIRYTALE OF NEW YORK,POGUES FT KIRSTY MACCOLL,66,LW:RE,2,90,2018-11-30,2018,2010,11
28049,DO THEY KNOW IT'S CHRISTMAS,BAND AID,88,LW:RE,1,71,2018-11-30,2018,2010,11
30386,IT'S BEGINNING TO LOOK A LOT LIKE,MICHAEL BUBLE,94,LW:RE,13,24,2018-11-30,2018,2010,11
33719,STOOPID,6IX9INE FT BOBBY SHMURDA,95,LW:RE,34,4,2018-11-30,2018,2010,11
32002,SANTA TELL ME,ARIANA GRANDE,35,LW:RE,28,10,2018-12-07,2018,2010,12
2738,MERRY CHRISTMAS EVERYONE,SHAKIN' STEVENS,36,LW:RE,1,63,2018-12-07,2018,2010,12
28089,ROCKIN' AROUND THE CHRISTMAS TE,BRENDA LEE,39,LW:RE,6,40,2018-12-07,2018,2010,12
31463,ONE MO SLEEP,LEONA LEWIS,42,LW:RE,3,16,2018-12-07,2018,2010,12
30384,STEP INTO CHRISTMAS,ELTON JOHN,44,LW:RE,11,31,2018-12-07,2018,2010,12
28041,I WISH IT COULD BE CHRISTMAS EVERYDAY,WIZZARD,45,LW:RE,15,50,2018-12-07,2018,2010,12
4774,DRIVING HOME FOR CHRISTMAS,CHRIS REA,49,LW:RE,14,49,2018-12-07,2018,2010,12
33748,IT'S NOT LIVING (IF IT'S NOT WITH YOU),1975,52,LW:RE,46,3,2018-12-07,2018,2010,12
72,MERRY XMAS EVERYBODY,SLADE,57,LW:RE,1,91,2018-12-07,2018,2010,12
28054,HAPPY XMAS (WAR IS OVER),JOHN & YOKO/PLASTIC ONO BAND,58,LW:RE,21,31,2018-12-07,2018,2010,12
28060,WONDERFUL CHRISTMASTIME,PAUL MCCARTNEY,62,LW:RE,6,25,2018-12-07,2018,2010,12
30309,MISTLETOE,JUSTIN BIEBER,64,LW:RE,21,16,2018-12-07,2018,2010,12
33688,SINCERITY IS SCARY,1975,70,LW:RE,57,2,2018-12-07,2018,2010,12
32029,HOLLY JOLLY CHRISTMAS,MICHAEL BUBLE,82,LW:RE,34,7,2018-12-07,2018,2010,12
33300,SANTA'S COMING FOR US,SIA,83,LW:RE,39,5,2018-12-07,2018,2010,12
29234,CHRISTMAS LIGHTS,COLDPLAY,84,LW:RE,13,22,2018-12-07,2018,2010,12
28035,IT'S THE MOST WONDERFUL TIME OF THE YEAR,ANDY WILLIAMS,85,LW:RE,17,28,2018-12-07,2018,2010,12
33414,NEVER ENOUGH,LOREN ALLRED,86,LW:RE,24,20,2018-12-07,2018,2010,12
31468,UNDERNEATH THE TE,KELLY CLARKSON,89,LW:RE,30,12,2018-12-07,2018,2010,12
16743,WHITE CHRISTMAS,BING CROSBY,93,LW:RE,5,27,2018-12-07,2018,2010,12
32838,JINGLE BELL ROCK,BOBBY HELMS,96,LW:RE,63,3,2018-12-07,2018,2010,12
28062,MARY'S BOY CHILD/OH MY LORD,BONEY M,100,LW:RE,29,14,2018-12-07,2018,2010,12
33780,BAD,XXXTENTACION,41,LW:RE,23,4,2018-12-14,2018,2010,12
32839,CHRISTMAS (BABY PLEASE COME HOME),DARLENE LOVE,80,LW:RE,74,3,2018-12-14,2018,2010,12
32017,BABY IT'S COLD OUTSIDE,IDINA MENZEL FT MICHAEL BUBLE,82,LW:RE,79,2,2018-12-14,2018,2010,12
28066,LET IT SNOW LET IT SNOW LET IT SNOW,DEAN MARTIN,87,LW:RE,69,13,2018-12-14,2018,2010,12
33314,SANTA CLAUS IS COMING TO TOWN,MICHAEL JACKSON & JACKSON FIVE,89,LW:RE,89,2,2018-12-14,2018,2010,12
32458,LONELY THIS CHRISTMAS,MUD,92,LW:RE,1,17,2018-12-14,2018,2010,12
12530,STAY ANOTHER DAY,EAST 17,93,LW:RE,1,43,2018-12-14,2018,2010,12
33446,ONE KISS,CALVIN HARRIS & DUA LIPA,94,LW:RE,1,35,2018-12-14,2018,2010,12
13955,2000 MILES,PRETENDERS,95,LW:RE,15,18,2018-12-14,2018,2010,12
24076,CHRISTMAS TIME (DON'T LET THE BELLS END),DARKNESS,97,LW:RE,2,25,2018-12-14,2018,2010,12
33413,A MILLION DAMS,ZIV ZAIFMAN/JACKMAN/WILLIAMS,83,LW:RE,22,19,2018-12-21,2018,2010,12
28081,SANTA BABY,KYLIE MINOGUE,84,LW:RE,38,15,2018-12-21,2018,2010,12
33312,YOU MAKE IT FEEL LIKE CHRISTMAS,GWEN STEFANI FT BLAKE SHELTON,90,LW:RE,90,3,2018-12-21,2018,2010,12
31492,SLEIGH RIDE,RONETTES,92,LW:RE,68,5,2018-12-21,2018,2010,12
32844,CHRISTMAS WRAPPING,WAITRESSES,93,LW:RE,45,7,2018-12-21,2018,2010,12
4687,MISTLETOE AND WINE,CLIFF RICHARD,98,LW:RE,1,12,2018-12-21,2018,2010,12
28078,SANTA CLAUS IS COMIN' TO TOWN,BRUCE SPRINGSTEEN,48,LW:RE,48,6,2018-12-28,2019,2010,12
9115,THE CHRISTMAS SONG,NAT KING COLE,56,LW:RE,51,7,2018-12-28,2019,2010,12
73,I BELIEVE IN FATHER CHRISTMAS,GREG LAKE,59,LW:RE,2,17,2018-12-28,2019,2010,12
32840,BLUE CHRISTMAS,ELVIS PRESLEY,63,LW:RE,11,10,2018-12-28,2019,2010,12
28079,SANTA BABY,EARTHA KITT,73,LW:RE,63,9,2018-12-28,2019,2010,12
32843,LET IT SNOW LET IT SNOW LET IT SNOW,FRANK SINATRA,74,LW:RE,74,2,2018-12-28,2019,2010,12
32841,FELIZ NAVIDAD,JOSE FELICIANO,77,LW:RE,77,3,2018-12-28,2019,2010,12
32015,HAVE YOURSELF A MERRY LITTLE CHRISTMAS,SAM SMITH,79,LW:RE,65,5,2018-12-28,2019,2010,12
30400,SANTA CLAUS IS COMING TO TOWN,MICHAEL BUBLE,82,LW:RE,82,5,2018-12-28,2019,2010,12
28076,STOP THE CAVALRY,JONA LEWIE,85,LW:RE,3,22,2018-12-28,2019,2010,12
28075,IT'S BEGINNING TO LOOK A LOT LIKE,PERRY COMO,89,LW:RE,47,10,2018-12-28,2019,2010,12
33758,MONEY,CARDI B,91,LW:RE,49,6,2018-12-28,2019,2010,12
33446,ONE KISS,CALVIN HARRIS & DUA LIPA,37,LW:RE,1,36,2019-01-04,2019,2010,1
33548,BODY,LOUD LUXURY FT BRANDO,39,LW:RE,4,30,2019-01-04,2019,2010,1
32929,PERFECT,ED SHEERAN,40,LW:RE,1,85,2019-01-04,2019,2010,1
33797,PERFECT TO ME,ANNE-MARIE,41,LW:RE,41,6,2019-01-04,2019,2010,1
33533,HIGH HOPES,PANIC AT THE DISCO,42,LW:RE,12,25,2019-01-04,2019,2010,1
33705,GRACE,LEWIS CAPALDI,44,LW:RE,44,8,2019-01-04,2019,2010,1
33745,KISS AND MAKE UP,DUA LIPA & BLACKPINK,45,LW:RE,36,10,2019-01-04,2019,2010,1
33347,PARADISE,GEORGE EZRA,46,LW:RE,2,42,2019-01-04,2019,2010,1
33727,1999,CHARLI XCX FT TROYE SIVAN,47,LW:RE,13,12,2019-01-04,2019,2010,1
29185,BOHEMIAN RHAPSODY,QUEEN,48,LW:RE,1,26,2019-01-04,2019,2010,1
33723,POLAROID,JONAS BLUE/LIAM PAYNE/LENNON,49,LW:RE,12,12,2019-01-04,2019,2010,1
33751,SATURDAY NIGHTS,KHALID,50,LW:RE,50,2,2019-01-04,2019,2010,1
33748,IT'S NOT LIVING (IF IT'S NOT WITH YOU),1975,52,LW:RE,46,6,2019-01-04,2019,2010,1
33344,THESE DAYS,RUDIMENTAL/GLYNNE/MACKLEMORE,53,LW:RE,1,44,2019-01-04,2019,2010,1
33679,JUST GOT PAID,SIGALA/EYRE/TRAINOR FT MONTANA,55,LW:RE,11,15,2019-01-04,2019,2010,1
33828,LEAVE ME ALONE,FLIPP DINERO,56,LW:RE,56,2,2019-01-04,2019,2010,1
33783,NEEDED TIME,YXNG BANE,57,LW:RE,51,7,2019-01-04,2019,2010,1
33769,I FOUND YOU,BENNY BLANCO & CALVIN HARRIS,58,LW:RE,29,8,2019-01-04,2019,2010,1
33466,NO TEARS LEFT TO CRY,ARIANA GRANDE,59,LW:RE,2,30,2019-01-04,2019,2010,1
33627,IN MY MIND,DYNORO & GIGI D'AGOSTINO,60,LW:RE,5,21,2019-01-04,2019,2010,1
33677,ELECTRICITY,SILK CITY FT DUA LIPA,61,LW:RE,4,15,2019-01-04,2019,2010,1
33460,YOUNGBLOOD,5 SECONDS OF SUMMER,63,LW:RE,4,34,2019-01-04,2019,2010,1
33514,SOLO,CLEAN BANDIT FT DEMI LOVATO,64,LW:RE,1,27,2019-01-04,2019,2010,1
33710,TAKI TAKI,DJ SNAKE/GOMEZ/CARDI B/OZUNA,65,LW:RE,15,13,2019-01-04,2019,2010,1
33449,I LIKE IT,CARDI B/BAD BUNNY/J BALVIN,66,LW:RE,8,31,2019-01-04,2019,2010,1
33749,WHEN THE PARTY'S OVER,BILLIE EILISH,67,LW:RE,21,10,2019-01-04,2019,2010,1
33467,2002,ANNE-MARIE,69,LW:RE,3,33,2019-01-04,2019,2010,1
33521,TASTE,TYGA FT OFFSET,70,LW:RE,5,31,2019-01-04,2019,2010,1
33488,I'LL BE THE,JESS GLYNNE,71,LW:RE,1,28,2019-01-04,2019,2010,1
33481,BETTER NOW,POST MALONE,72,LW:RE,6,32,2019-01-04,2019,2010,1
33680,BACK & FORTH,MK/JONAS BLUE/BECKY HILL,75,LW:RE,12,15,2019-01-04,2019,2010,1
33648,ALL I AM,JESS GLYNNE,76,LW:RE,7,16,2019-01-04,2019,2010,1
24702,MR BRIGHTSIDE,KILLERS,77,LW:RE,10,204,2019-01-04,2019,2010,1
33593,IN MY FEELINGS,DRAKE,78,LW:RE,1,21,2019-01-04,2019,2010,1
27319,DON'T STOP ME NOW,QUEEN,79,LW:RE,9,49,2019-01-04,2019,2010,1
33341,GOD'S PLAN,DRAKE,81,LW:RE,1,24,2019-01-04,2019,2010,1
32847,SHAPE OF YOU,ED SHEERAN,82,LW:RE,1,95,2019-01-04,2019,2010,1
33532,LUCID DAMS,JUICE WRLD,83,LW:RE,10,28,2019-01-04,2019,2010,1
33760,PUMPY,DA BEATFREAKZ/AJ/DENO/CADET,85,LW:RE,70,6,2019-01-04,2019,2010,1
33740,FOUND WHAT I'VE BEEN LOOKING FOR,TOM GRENNAN,87,LW:RE,87,3,2019-01-04,2019,2010,1
33032,DESPACITO (MIX),LUIS FONSI/DADDY YANKEE/BIEBER,90,LW:RE,1,71,2019-01-04,2019,2010,1
33826,PROBLEM,YXNG BANE FT FREDO,91,LW:RE,75,2,2019-01-04,2019,2010,1
33118,NEW RULES,DUA LIPA,93,LW:RE,1,63,2019-01-04,2019,2010,1
33690,DRIP TOO HARD,LIL BABY & GUNNA,94,LW:RE,28,10,2019-01-04,2019,2010,1
33770,THE GATEST SHOW,PANIC AT THE DISCO,95,LW:RE,39,6,2019-01-04,2019,2010,1
33534,RISE,JONAS BLUE FT JACK & JACK,96,LW:RE,3,25,2019-01-04,2019,2010,1
33819,WHOA (MIND IN AWE),XXXTENTACION,97,LW:RE,37,3,2019-01-04,2019,2010,1
33636,BE ALRIGHT,DEAN LEWIS,98,LW:RE,11,18,2019-01-04,2019,2010,1
33780,BAD,XXXTENTACION,99,LW:RE,23,6,2019-01-04,2019,2010,1
33744,NASSTY,D-BLOCK EUROPE/ADZ/LIL PINO/LB,100,LW:RE,35,7,2019-01-04,2019,2010,1
33791,SOMEONE YOU LOVED,LEWIS CAPALDI,66,LW:RE,66,2,2019-01-11,2019,2010,1
33693,SAY MY NAME,DAVID GUETTA/BEBE REXHA/BALVIN,98,LW:RE,91,2,2019-01-11,2019,2010,1
33804,BATHE,CAMELPHAT/CRISTOPH/JEM COOKE,78,LW:RE,78,2,2019-01-18,2019,2010,1
33844,BELLYACHE,BILLIE EILISH,79,LW:RE,79,4,2019-02-08,2019,2010,2
33870,PU WATER,MUSTARD & MIGOS,94,LW:RE,94,2,2019-02-08,2019,2010,2
33408,EVERYDAY,LOGIC FT MARSHMELLO,99,LW:RE,46,8,2019-02-15,2019,2010,2
33868,DON'T FEEL LIKE CRYING,SIGRID,92,LW:RE,82,2,2019-02-22,2019,2010,2
33767,THANK U NEXT,ARIANA GRANDE,30,LW:RE,1,15,2019-03-01,2019,2010,3
33688,SINCERITY IS SCARY,1975,68,LW:RE,57,3,2019-03-01,2019,2010,3
14305,FISTARTER,PRODIGY,58,LW:RE,1,62,2019-03-08,2019,2010,3
33809,ONLY WANT YOU,RITA ORA,90,LW:RE,89,2,2019-03-08,2019,2010,3
33878,BOASTY,WILEY/STEFFLON DON/SEAN PAUL,33,LW:RE,33,4,2019-03-15,2019,2010,3
33439,PTTY SHINING PEOPLE,GEORGE EZRA,68,LW:RE,54,7,2019-03-15,2019,2010,3
33881,EXITS,FOALS,70,LW:RE,70,2,2019-03-15,2019,2010,3
33545,GIRLS LIKE YOU,MAROON 5 FT CARDI B,99,LW:RE,7,40,2019-03-15,2019,2010,3
33481,BETTER NOW,POST MALONE,100,LW:RE,6,41,2019-03-15,2019,2010,3
33459,NEVERMIND,DENNIS LLOYD,84,LW:RE,17,29,2019-03-29,2019,2010,3
33344,THESE DAYS,RUDIMENTAL/GLYNNE/MACKLEMORE,94,LW:RE,1,53,2019-04-05,2019,2010,4
33956,MIXED PERSONALITIES,YNW MELLY FT KAYNE WEST,97,LW:RE,97,2,2019-04-05,2019,2010,4
33697,LET YOU LOVE ME,RITA ORA,99,LW:RE,4,27,2019-04-05,2019,2010,4
33947,BIRDS,M HUNCHO,88,LW:RE,88,2,2019-04-19,2019,2010,4
33347,PARADISE,GEORGE EZRA,95,LW:RE,2,52,2019-04-19,2019,2010,4
33446,ONE KISS,CALVIN HARRIS & DUA LIPA,65,LW:RE,1,50,2019-04-26,2019,2010,4
34005,CON CALMA,DADDY YANKEE/KATY PERRY/SNOW,66,LW:RE,66,4,2019-04-26,2019,2010,4
33930,LOOSE ENDS,LOYLE CARNER & JORJA SMITH,69,LW:RE,62,2,2019-04-26,2019,2010,4
32575,FEDOM,BEYONCE FT KENDRICK LAMAR,78,LW:RE,40,3,2019-04-26,2019,2010,4
24702,MR BRIGHTSIDE,KILLERS,95,LW:RE,10,207,2019-04-26,2019,2010,4
32571,SORRY,BEYONCE,96,LW:RE,33,4,2019-04-26,2019,2010,4
33344,THESE DAYS,RUDIMENTAL/GLYNNE/MACKLEMORE,97,LW:RE,1,54,2019-04-26,2019,2010,4
33467,2002,ANNE-MARIE,98,LW:RE,3,47,2019-04-26,2019,2010,4
33960,2ALL,CATFISH & THE BOTTLEMEN,57,LW:RE,57,2,2019-05-03,2019,2010,5
33977,WORTH IT,YK OSIRIS,93,LW:RE,84,4,2019-05-03,2019,2010,5
33986,PARADISE,BAZZI,69,LW:RE,69,4,2019-05-10,2019,2010,5
33718,WITHOUT ME,HALSEY,90,LW:RE,3,30,2019-05-10,2019,2010,5
29185,BOHEMIAN RHAPSODY,QUEEN,96,LW:RE,1,43,2019-05-10,2019,2010,5
33446,ONE KISS,CALVIN HARRIS & DUA LIPA,98,LW:RE,1,51,2019-05-10,2019,2010,5
33895,LADBROKE GROVE,AJ TRACEY,90,LW:RE,48,11,2019-05-17,2019,2010,5
33920,PEER PSSU,JAMES BAY FT JULIA MICHAELS,93,LW:RE,85,2,2019-05-17,2019,2010,5
24702,MR BRIGHTSIDE,KILLERS,95,LW:RE,10,208,2019-05-17,2019,2010,5
32847,SHAPE OF YOU,ED SHEERAN,97,LW:RE,1,97,2019-05-17,2019,2010,5
34045,A WHOLE NEW WORLD (END TITLE),ZAYN & ZHAVIA WARD,72,LW:RE,68,2,2019-05-31,2019,2010,5
33315,THIS IS ME,SETTLE/GREATEST SHOWMAN ENS,90,LW:RE,3,73,2019-05-31,2019,2010,5
33644,BABY SHARK,PINKFONG,92,LW:RE,6,40,2019-05-31,2019,2010,5
29185,BOHEMIAN RHAPSODY,QUEEN,95,LW:RE,1,45,2019-05-31,2019,2010,5
33446,ONE KISS,CALVIN HARRIS & DUA LIPA,99,LW:RE,1,53,2019-05-31,2019,2010,5
33887,BRUISES,LEWIS CAPALDI,16,LW:RE,16,14,2019-06-07,2019,2010,6
33705,GRACE,LEWIS CAPALDI,12,LW:RE,9,30,2019-06-14,2019,2010,6
33980,COOL,JONAS BROTHERS,94,LW:RE,39,7,2019-06-14,2019,2010,6
33811,NOTHING BAKS LIKE A HEART,MARK RONSON FT MILEY CYRUS,91,LW:RE,2,29,2019-06-28,2019,2010,6
24702,MR BRIGHTSIDE,KILLERS,54,LW:RE,10,209,2019-07-05,2019,2010,7
34027,HOMICIDE,LOGIC FT EMINEM,68,LW:RE,15,7,2019-07-05,2019,2010,7
33882,BURY A FRIEND,BILLIE EILISH,99,LW:RE,6,21,2019-07-05,2019,2010,7
33934,NOW YOU' GONE,TOM WALKER FT ZARA LARSSON,85,LW:RE,85,2,2019-07-12,2019,2010,7
34113,I THINK I'M OKAY,MACHINE GUN KELLY/YUNGBLUD,90,LW:RE,90,3,2019-07-12,2019,2010,7
33644,BABY SHARK,PINKFONG,94,LW:RE,6,43,2019-07-19,2019,2010,7
33892,TALK,KHALID,95,LW:RE,9,22,2019-07-19,2019,2010,7
34011,ME,TAYLOR SWIFT FT BRENDON URIE,96,LW:RE,3,11,2019-07-19,2019,2010,7
34046,YOU LITTLE BEAUTY,FISHER,100,LW:RE,83,7,2019-07-19,2019,2010,7
34038,I DON'T CA,ED SHEERAN & JUSTIN BIEBER,3,LW:RE,1,10,2019-07-26,2019,2010,7
33852,DANCING WITH A STRANGER,SAM SMITH & NORMANI,91,LW:RE,3,26,2019-07-26,2019,2010,7
33892,TALK,KHALID,99,LW:RE,9,23,2019-08-02,2019,2010,8
34149,TAKE ME BACK TO LONDON,ED SHEERAN FT STORMZY,14,LW:RE,3,2,2019-08-09,2019,2010,8
34154,THING FOR YOU,DAVID GUETTA & MARTIN SOLVEIG,90,LW:RE,89,2,2019-08-09,2019,2010,8
33655,FAITH'S SONG,AMY WADGE,91,LW:RE,78,3,2019-08-09,2019,2010,8
34068,THE LONDON,YOUNG THUG/J COLE/TRAVIS SCOTT,93,LW:RE,18,10,2019-08-09,2019,2010,8
34059,UNSAINTED,SLIPKNOT,79,LW:RE,68,2,2019-08-16,2019,2010,8
33976,TOAST,KOFFEE,86,LW:RE,83,8,2019-08-23,2019,2010,8
34068,THE LONDON,YOUNG THUG/J COLE/TRAVIS SCOTT,94,LW:RE,18,11,2019-08-23,2019,2010,8
34011,ME,TAYLOR SWIFT FT BRENDON URIE,100,LW:RE,3,14,2019-08-23,2019,2010,8
34168,RUBBERY BANDZ,HEADIE ONE,86,LW:RE,86,2,2019-08-30,2019,2010,8
34141,BACK TO BASICS,HEADIE ONE FT SKEPTA,88,LW:RE,42,4,2019-08-30,2019,2010,8
33878,BOASTY,WILEY/STEFFLON DON/SEAN PAUL,96,LW:RE,11,27,2019-08-30,2019,2010,8
34187,RIGHT BACK,KHALID/A BOOGIE WIT DA HOODIE,98,LW:RE,98,2,2019-08-30,2019,2010,8
34101,YOU NEED TO CALM DOWN,TAYLOR SWIFT,28,LW:RE,5,11,2019-09-06,2019,2010,9
34062,DOIN' TIME,LANA DEL REY,42,LW:RE,42,2,2019-09-06,2019,2010,9
33887,BRUISES,LEWIS CAPALDI,73,LW:RE,16,15,2019-09-13,2019,2010,9
34057,HYPERSONIC MISSILES,SAM FENDER,82,LW:RE,65,7,2019-09-13,2019,2010,9
33644,BABY SHARK,PINKFONG,100,LW:RE,6,49,2019-09-13,2019,2010,9
34011,ME,TAYLOR SWIFT FT BRENDON URIE,62,LW:RE,3,15,2019-09-20,2019,2010,9
33742,SUNFLOWER,POST MALONE FT SWAE LEE,27,LW:RE,3,47,2019-09-27,2019,2010,9
34195,ONE OF US,LIAM GALLAGHER,50,LW:RE,50,2,2019-09-27,2019,2010,9
34163,ONCE,LIAM GALLAGHER,63,LW:RE,49,2,2019-09-27,2019,2010,9
34202,THE MAN,TAYLOR SWIFT,78,LW:RE,21,4,2019-09-27,2019,2010,9
29185,BOHEMIAN RHAPSODY,QUEEN,92,LW:RE,1,46,2019-09-27,2019,2010,9
34134,THIAGO SILVA,DAVE & AJ TRACEY,94,LW:RE,36,12,2019-09-27,2019,2010,9
24702,MR BRIGHTSIDE,KILLERS,100,LW:RE,10,220,2019-09-27,2019,2010,9
34232,THIS IS AL,JAX JONES FT ELLA HENDERSON,83,LW:RE,83,2,2019-10-04,2019,2010,10
34140,HOME P*SSY,D-BLOCK EUROPE,41,LW:RE,20,13,2019-10-11,2019,2010,10
34237,TAKE WHAT YOU WANT,POST MALONE/OSBOURNE/SCOTT,43,LW:RE,22,2,2019-10-11,2019,2010,10
34231,ALL THE GOOD GIRLS GO TO HELL,BILLIE EILISH,98,LW:RE,77,3,2019-10-11,2019,2010,10
34166,TAKEAWAY,CHAINSMOKERS/ILLENIUM/STELLA,100,LW:RE,64,10,2019-10-11,2019,2010,10
34260,OUTSIDE,D-BLOCK EUROPE,42,LW:RE,42,2,2019-10-18,2019,2010,10
34267,LONELY,DIPLO & JONAS BROTHERS,89,LW:RE,89,2,2019-10-18,2019,2010,10
33925,GIRLS NEED LOVE,SUMMER WALKER FT DRAKE,91,LW:RE,41,7,2019-10-18,2019,2010,10
33644,BABY SHARK,PINKFONG,99,LW:RE,6,50,2019-10-18,2019,2010,10
33994,MAKE IT RIGHT,BTS,68,LW:RE,68,2,2019-10-25,2019,2010,10
33861,DON'T CALL ME UP,MABEL,91,LW:RE,3,38,2019-10-25,2019,2010,10
34255,STACK IT UP,LIAM PAYNE/A BOOGIE WIT DA,98,LW:RE,84,2,2019-10-25,2019,2010,10
34248,10/10,REX ORANGE COUNTY,68,LW:RE,68,2,2019-11-01,2019,2010,11
33742,SUNFLOWER,POST MALONE FT SWAE LEE,76,LW:RE,3,49,2019-11-01,2019,2010,11
34236,NOOKIE,D-BLOCK EUROPE FT LIL BABY,77,LW:RE,16,5,2019-11-01,2019,2010,11
33644,BABY SHARK,PINKFONG,90,LW:RE,6,51,2019-11-01,2019,2010,11
33753,SWEET BUT PSYCHO,AVA MAX,97,LW:RE,1,53,2019-11-01,2019,2010,11
34199,HOT,YOUNG THUG FT GUNNA,52,LW:RE,52,2,2019-11-08,2019,2010,11
12556,ALL I WANT FOR CHRISTMAS IS YOU,MARIAH CAREY,77,LW:RE,2,93,2019-11-15,2019,2010,11
34179,BELTER,GERRY CINNAMON,91,LW:RE,90,3,2019-11-15,2019,2010,11
34263,2 CUPS,LIZZY/TORY LANEZ/FREDO/POPCAAN,94,LW:RE,55,6,2019-11-15,2019,2010,11
33858,JUST YOU AND I,TOM WALKER,98,LW:RE,3,41,2019-11-15,2019,2010,11
34191,LOVER,TAYLOR SWIFT,38,LW:RE,14,10,2019-11-22,2019,2010,11
34212,LOVE ME AGAIN,RAYE,64,LW:RE,55,11,2019-11-22,2019,2010,11
28036,LAST CHRISTMAS,WHAM,80,LW:RE,2,59,2019-11-22,2019,2010,11
26511,FAIRYTALE OF NEW YORK,POGUES FT KIRSTY MACCOLL,71,LW:RE,2,95,2019-11-29,2019,2010,11
28049,DO THEY KNOW IT'S CHRISTMAS,BAND AID,77,LW:RE,1,76,2019-11-29,2019,2010,11
32002,SANTA TELL ME,ARIANA GRANDE,79,LW:RE,13,14,2019-11-29,2019,2010,11
2738,MERRY CHRISTMAS EVERYONE,SHAKIN' STEVENS,82,LW:RE,1,67,2019-11-29,2019,2010,11
30386,IT'S BEGINNING TO LOOK A LOT LIKE,MICHAEL BUBLE,87,LW:RE,7,29,2019-11-29,2019,2010,11
30384,STEP INTO CHRISTMAS,ELTON JOHN,39,LW:RE,10,35,2019-12-06,2019,2010,12
28089,ROCKIN' AROUND THE CHRISTMAS TE,BRENDA LEE,42,LW:RE,6,44,2019-12-06,2019,2010,12
31463,ONE MO SLEEP,LEONA LEWIS,43,LW:RE,3,20,2019-12-06,2019,2010,12
28041,I WISH IT COULD BE CHRISTMAS EVERYDAY,WIZZARD,44,LW:RE,12,54,2019-12-06,2019,2010,12
72,MERRY XMAS EVERYBODY,SLADE,47,LW:RE,1,95,2019-12-06,2019,2010,12
31468,UNDERNEATH THE TE,KELLY CLARKSON,49,LW:RE,30,16,2019-12-06,2019,2010,12
33300,SANTA'S COMING FOR US,SIA,56,LW:RE,24,9,2019-12-06,2019,2010,12
30309,MISTLETOE,JUSTIN BIEBER,58,LW:RE,21,20,2019-12-06,2019,2010,12
4774,DRIVING HOME FOR CHRISTMAS,CHRIS REA,59,LW:RE,11,53,2019-12-06,2019,2010,12
28035,IT'S THE MOST WONDERFUL TIME OF THE YEAR,ANDY WILLIAMS,61,LW:RE,17,32,2019-12-06,2019,2010,12
28054,HAPPY XMAS (WAR IS OVER),JOHN & YOKO/PLASTIC ONO BAND,68,LW:RE,18,35,2019-12-06,2019,2010,12
32838,JINGLE BELL ROCK,BOBBY HELMS,73,LW:RE,41,7,2019-12-06,2019,2010,12
31492,SLEIGH RIDE,RONETTES,75,LW:RE,58,7,2019-12-06,2019,2010,12
33822,COZY LITTLE CHRISTMAS,KATY PERRY,78,LW:RE,23,4,2019-12-06,2019,2010,12
32029,HOLLY JOLLY CHRISTMAS,MICHAEL BUBLE,79,LW:RE,34,11,2019-12-06,2019,2010,12
28060,WONDERFUL CHRISTMASTIME,PAUL MCCARTNEY,81,LW:RE,6,29,2019-12-06,2019,2010,12
16743,WHITE CHRISTMAS,BING CROSBY,82,LW:RE,5,31,2019-12-06,2019,2010,12
29234,CHRISTMAS LIGHTS,COLDPLAY,84,LW:RE,13,26,2019-12-06,2019,2010,12
12530,STAY ANOTHER DAY,EAST 17,95,LW:RE,1,46,2019-12-06,2019,2010,12
28066,LET IT SNOW LET IT SNOW LET IT SNOW,DEAN MARTIN,98,LW:RE,54,16,2019-12-06,2019,2010,12
34272,BANDIT,JUICE WRLD/YOUNGBOY NEVER,48,LW:RE,42,9,2019-12-13,2019,2010,12
33532,LUCID DAMS,JUICE WRLD,51,LW:RE,10,31,2019-12-13,2019,2010,12
